location	entries	exits	latitude	longitude
avenue n	134217918	134217916	40.61514	-73.974197
avenue p	8008703	8167600	40.608944	-73.973022
avenue x	2581077	6492693	40.58962	-73.97425
neptune av	3998326	784790	40.581011	-73.974574
lexington av/63	1758668097	45092263	40.764629	-73.966113
thirty third st	3094464	2127903	40.746081	-73.982076
south ferry	11220604	8225393	40.702068	-74.013664
wall st	168567546	235403405	40.706821	-74.0091
franklin st	10514884	9850506	40.719318	-74.006886
houston st	68416915	17051449	40.728251	-74.005367
18 st	14995536	4420068	40.74104	-73.997871
157 st	21349160	8693979	40.834041	-73.94489
191 st	9168974	11577724	40.855225	-73.929412
207 st	135037695	9621143	40.864621	-73.918822
215 st	4013698	169499868	40.869444	-73.915279
231 st	15438193	7870273	40.878856	-73.904834
238 st	8309402	6175408	40.884667	-73.90087
bowling green	1289816928	1343027187	40.704817	-74.014065
brooklyn bridge	388571592	564074632	40.713065	-74.004131
bleecker st	12297288	7035095	40.725915	-73.994659
astor pl	16908772	10562202	40.730054	-73.99107
grd cntrl	1255138944	723048157	40.751776	-73.976848
51 st	13119259	24324551	40.757107	-73.97192
110 st	10456880	11084809	40.79502	-73.94425
mt eden av	4472101	4269897	40.844434	-73.914685
176 st	6283405	4437685	40.84848	-73.911794
burnside av	1723274	1660494	40.853453	-73.907684
183 st	1777551867	1863177944	40.858407	-73.903879
mosholu pkwy	5827271	5409257	40.87975	-73.884655
woodlawn	7985685	8030994	40.886037	-73.878751
jackson av	117788578	579270	40.81649	-73.907807
intervale av	8089021	6911805	40.822181	-73.896736
simpson st	671017596	503368127	40.824073	-73.893064
freeman st	169220515	16817400	40.829993	-73.891865
174 st	688799469	301349471	40.837288	-73.887734
e 180 st	13138034	11293330	40.841894	-73.873488
bronx park east	989898030	436279875	40.848828	-73.868457
pelham pkwy	436383927	184640314	40.857192	-73.867615
allerton av	16816370	7643305	40.865462	-73.867352
burke av	4866834	2368997	40.871356	-73.867164
gun hill rd	1325712581	1057341577	40.87785	-73.866256
219 st	2948551	3518712	40.883895	-73.862633
225 st	1953153323	663872491	40.888022	-73.860341
nereid av	7169174	7731668	40.898379	-73.854376
brook av	8117713	11577999	40.807566	-73.91924
cypress av	3902500	3527501	40.805368	-73.914042
e 149 st	3049558	5486758	40.812118	-73.904098
longwood av	4983165	7636069	40.816104	-73.896435
hunts point av	318900089	117493955	40.820948	-73.890549
whitlock av	4580346	2952075	40.826525	-73.886283
elder av	5447599	8070085	40.828584	-73.879159
st lawrence av	6065219	5407034	40.831509	-73.867618
parkchester	167898026	268568989	40.833226	-73.860816
castle hill av	9184063	9702756	40.834255	-73.851222
zerega av	873039	393300	40.836488	-73.847036
middletown rd	4711187	5290260	40.843863	-73.836322
buhre av	2966492	2147496	40.84681	-73.832569
pelham bay park	150996603	9823697	40.852462	-73.828121
39 av	4469498	4398905	40.752882	-73.932755
36 av	16911165	17490538	40.756804	-73.929575
30 av	11356907	22104620	40.766779	-73.921479
astoria blvd	16535393	11742644	40.770258	-73.917843
52 st	101577472	10165415	40.744149	-73.912549
69 st	9118853	9149204	40.746325	-73.896403
junction blvd	13118715	33691634	40.749145	-73.869527
clark st	10391865	9621688	40.697466	-73.993086
hoyt st	5187057	3583514	40.690545	-73.985065
nevins st	5061140	11762203	40.688246	-73.980492
kingston av	4805177	6365056	40.669399	-73.942161
saratoga av	66233099	16487608	40.661453	-73.916327
junius st	5536254	5368081	40.663515	-73.902447
pennsylvania av	3413607	1059808	40.664635	-73.894895
new lots av	12318260	7867340	40.658733	-73.899232
president st	3234674	2313751	40.667883	-73.950683
sterling st	9470102	9612066	40.662742	-73.95085
winthrop st	16328442	6333982	40.656652	-73.9502
beverly rd	67273445	17079840	40.645098	-73.948959
newkirk av	17074322	13732999	40.639967	-73.948411
morris park	5064022	2464016	40.854364	-73.860495
baychester av	6825237	837697	40.878663	-73.838591
tompkinsville	597931	575860	40.636949	-74.074835
