location	entries	exits	latitude	longitude
6 av	1209557212	1200562305	40.737335	-73.996786
3 av	1928981298	1057027137	40.732849	-73.986122
1 av	955260436	998785428	40.730953	-73.981628
bedford av	24671710	29917826	40.717304	-73.956872
lorimer st	8930322	1989758	40.703869	-73.947408
graham av	14251709	11289629	40.714565	-73.944053
grand st	238749956	1406835139	40.711926	-73.94067
montrose av	134760356	7296261	40.707739	-73.93985
morgan av	2527896	1045351	40.706152	-73.933147
jefferson st	8534547	7311346	40.706607	-73.922913
halsey st	73417634	34520468	40.68637	-73.916559
wilson av	7792453	6227182	40.688764	-73.904046
sutter av	8606356	8592521	40.669367	-73.901975
livonia av	6156910	3333477	40.664038	-73.900571
marcy av	117440974	8192739	40.708359	-73.957757
hewes st	8057291	8027805	40.70687	-73.953431
flushing av	16593228	16555165	40.70026	-73.941126
myrtle av	13321758	22131421	40.697207	-73.935657
kosciuszko st	7174744	3698681	40.693342	-73.928814
gates av	3322814	4191640	40.68963	-73.92227
chauncey st	5512346	2109442	40.682893	-73.910456
alabama av	5064382	6158674	40.676992	-73.898654
van siclen av	6583560	8407630	40.678024	-73.891688
cleveland st	577721	425908	40.679947	-73.884639
norwood av	4526667	6963715	40.68141	-73.880039
crescent st	10962879	7179908	40.683194	-73.873785
cypress hills	4219339	2269774	40.689941	-73.87255
75 st	5729938	4234490	40.691324	-73.867139
woodhaven blvd	33554686	11629641	40.693879	-73.851576
104 st	2025626734	1907328274	40.695178	-73.84433
111 st	50331802	16776861	40.697418	-73.836345
121 st	1945716756	520169827	40.700492	-73.828294
central av	1910319	3168467	40.697857	-73.927397
fresh pond rd	14220893	5762689	40.706186	-73.895877
metropolitan av	150995016	16133635	40.712792	-73.951418
dyckman st	12986327	11225128	40.865491	-73.927271
190 st	1437975260	1844061183	40.859022	-73.93418
181 st	15121919	18912379	40.851695	-73.937969
175 st	218341175	285533200	40.847391	-73.939704
168 st	53199920	22298164	40.840719	-73.939561
155 st	7574028	6524680	40.830518	-73.941514
145 st	655185001	1444873709	40.824783	-73.944216
135 st	117440784	16826137	40.817894	-73.947649
125 st	1862363970	1409370435	40.811109	-73.952343
116 st	1159885914	235441322	40.805085	-73.954882
cathedral pkwy	67595262	134489995	40.803967	-73.966847
103 st	36992382	505935662	40.796092	-73.961454
96 st	645037938	19893564	40.791642	-73.964696
72 st	1514081968	1921898248	40.775594	-73.97641
59 st columbus	1397623962	1222665923	40.76266	-73.967258
42 st	2033593342	1830226153	40.757308	-73.989735
w 4 st	117243063	25242252	40.732338	-74.000495
spring st	341658313	85215030	40.726227	-74.003739
high st	1914847236	1904658750	40.699337	-73.990531
lafayette av	8659717	1850778	40.686113	-73.973946
franklin av	305743920	2062356521	40.680596	-73.955827
nostrand av	12483534	24364588	40.680438	-73.950426
utica av	102277170	16777216	40.679364	-73.930729
ralph av	4180750	4345932	40.678822	-73.920786
rockaway av	6393053	6321313	40.67834	-73.911946
broadway jct	17148919	20540732	40.679498	-73.904512
liberty av	5508607	2032069	40.674542	-73.896548
shepherd av	7849242	9253978	40.67413	-73.88075
euclid av	8343401	4555338	40.675377	-73.872106
grant av	1207078440	1761313482	40.677044	-73.86505
80 st	117178640	117440769	40.679371	-73.858992
88 st	5534965	7970383	40.679843	-73.85147
rockaway blvd	135602870	8694694	40.680429	-73.843853
broad channel	984271	86635	40.608382	-73.815925
beach 90 st	3225578	3749261	40.588034	-73.813641
beach 98 st	1868309	2098107	40.585307	-73.820558
beach 105 st	117438839	1057707	40.583209	-73.827559
beach 67 st	5333839	4326900	40.590927	-73.796924
beach 60 st	117440826	5423114	40.592374	-73.788522
beach 44 st	1250527	1394700	40.592943	-73.776013
beach 36 st	2228453	1845022	40.595398	-73.768175
beach 25 st	644549387	968246286	40.600066	-73.761353
167 st	1828607934	1828800096	40.833771	-73.91844
170 st	934214579	1150156907	40.839306	-73.9134
174	4425199	2173042	40.8459	-73.910136
tremont av	218826869	167973924	40.85041	-73.905227
182	1474697972	1845230987	40.856093	-73.900741
fordham rd	1108422349	167971300	40.861296	-73.897749
kingsbridge rd	704989879	704988640	40.866978	-73.893509
5 av/53 st	13947554	30504900	40.760167	-73.975224
lexington av/53	1476738607	1595772633	40.757552	-73.969055
court sq	2066913744	681526325	40.747846	-73.946
queens plaza	51347594	17206898	40.748973	-73.937243
steinway st	15196709	13408768	40.756879	-73.92074
46 st	6014636	7152696	40.756312	-73.913333
northern blvd	6953936	7519881	40.752885	-73.906006
65 st	3209673	9084659	40.749669	-73.898453
elmhurst av	1625241106	1973049831	40.742454	-73.882017
67 av	11061427	11025022	40.726523	-73.852719
75 av	297409701	942365026	40.718331	-73.837324
sutphin blvd	84259109	3862182	40.70546	-73.810708
parsons blvd	9951328	12523389	40.707564	-73.803326
169 st	7217419	5436546	40.71047	-73.793604
21 st	15640965	10842829	40.744065	-73.949724
greenpoint av	5714033	6510633	40.731352	-73.954449
nassau av	8315789	6099972	40.724635	-73.951277
broadway	37169309	11796833	40.76182	-73.925508
classon av	10008364	8812026	40.688873	-73.96007
47	1924740019	2037940554	40.758663	-73.981329
2 av	67121889	26051581	40.723402	-73.989938
east broadway	101192555	17429174	40.713715	-73.990173
york st	3872425	24244314	40.701397	-73.986751
bergen st	11239418	7515409	40.686145	-73.990862
carroll st	151136822	19808398	40.680303	-73.995048
4 av	11373781	14654789	40.670272	-73.989779
ditmas av	67483970	4958302	40.636119	-73.978172
avenue i	3393998	995548620	40.625322	-73.976127
avenue n	1178932274	134217923	40.61514	-73.974197
avenue p	8047476	8239253	40.608944	-73.973022
avenue x	2661797	6556002	40.58962	-73.97425
neptune av	4069144	798955	40.581011	-73.974574
lexington av/63	1758462575	44736158	40.764629	-73.966113
thirty third st	101875	82556	40.746081	-73.982076
south ferry	117556805	8281568	40.702068	-74.013664
wall st	168619299	235435484	40.706821	-74.0091
franklin st	10610846	9970079	40.719318	-74.006886
houston st	11267991	16383140	40.728251	-74.005367
18 st	15142837	4539167	40.74104	-73.997871
157 st	21621327	8938449	40.834041	-73.94489
191 st	9123289	11621000	40.855225	-73.929412
207 st	135141222	9866522	40.864621	-73.918822
215 st	4008493	169512545	40.869444	-73.915279
231 st	15632148	8130166	40.878856	-73.904834
238 st	8469053	6282257	40.884667	-73.90087
bowling green	1289817352	1343120161	40.704817	-74.014065
brooklyn bridge	388766997	564149146	40.713065	-74.004131
bleecker st	12436284	7158734	40.725915	-73.994659
astor pl	17127294	11145934	40.730054	-73.99107
grd cntrl	1254966589	1510294797	40.751776	-73.976848
51 st	31022295	30984227	40.757107	-73.97192
110 st	10448454	11258576	40.79502	-73.94425
mt eden av	4489281	4329192	40.844434	-73.914685
176 st	6263964	4504154	40.84848	-73.911794
burnside av	607272059	1008542150	40.853453	-73.907684
183 st	1777562658	1863259706	40.858407	-73.903879
mosholu pkwy	452887449	67095678	40.87975	-73.884655
woodlawn	8103495	8235284	40.886037	-73.878751
jackson av	117659557	568051	40.81649	-73.907807
intervale av	8137321	7051159	40.822181	-73.896736
simpson st	670747481	503395162	40.824073	-73.893064
freeman st	169287028	16813865	40.829993	-73.891865
174 st	688431176	301187255	40.837288	-73.887734
e 180 st	13328975	11456356	40.841894	-73.873488
bronx park east	989852185	436291752	40.848828	-73.868457
pelham pkwy	436507332	184694500	40.857192	-73.867615
allerton av	16728191	7785628	40.865462	-73.867352
burke av	4900686	2390488	40.871356	-73.867164
gun hill rd	1325861415	1057533595	40.87785	-73.866256
219 st	902728622	904404920	40.883895	-73.862633
225 st	1953117100	663710827	40.888022	-73.860341
nereid av	7208463	7847208	40.898379	-73.854376
brook av	8290575	9450505	40.807566	-73.91924
cypress av	2013329951	838942521	40.805368	-73.914042
e 149 st	5225793	6693517	40.812118	-73.904098
longwood av	5063741	7725624	40.816104	-73.896435
hunts point av	318953381	117523769	40.820948	-73.890549
whitlock av	4655018	3011454	40.826525	-73.886283
elder av	5671134	8375798	40.828584	-73.879159
st lawrence av	6146645	5503186	40.831509	-73.867618
parkchester	168051492	268798797	40.833226	-73.860816
castle hill av	9299302	10035909	40.834255	-73.851222
zerega av	945774	424104	40.836488	-73.847036
middletown rd	4771732	5419196	40.843863	-73.836322
buhre av	3039466	2342619	40.84681	-73.832569
pelham bay park	150996731	9919862	40.852462	-73.828121
39 av	4446988	4440909	40.752882	-73.932755
36 av	16712145	17508160	40.756804	-73.929575
30 av	11880485	22397423	40.766779	-73.921479
52 st	8529384	10417271	40.744149	-73.912549
69 st	9098727	9167949	40.746325	-73.896403
junction blvd	13296267	34104074	40.749145	-73.869527
clark st	10465325	9663041	40.697466	-73.993086
hoyt st	5259975	3624438	40.690545	-73.985065
nevins st	5090074	11831538	40.688246	-73.980492
kingston av	4843697	6418548	40.669399	-73.942161
saratoga av	66208329	16497143	40.661453	-73.916327
junius st	5555692	5241785	40.663515	-73.902447
pennsylvania av	3363032	1073357	40.664635	-73.894895
new lots av	12288438	7976211	40.658733	-73.899232
president st	3276966	2299950	40.667883	-73.950683
sterling st	9543291	9645430	40.662742	-73.95085
winthrop st	16343915	6468677	40.656652	-73.9502
beverly rd	67109104	17086987	40.645098	-73.948959
newkirk av	17281863	13963050	40.639967	-73.948411
morris park	5139277	2572057	40.854364	-73.860495
baychester av	2062377535	167391632	40.878663	-73.838591
tompkinsville	618763	594419	40.636949	-74.074835
