location	entries	exits	latitude	longitude
79 st	66875793	117183383	40.613501	-74.00061
25 av	3028742	3181563	40.597704	-73.986829
bay 50 st	6733216	7530939	40.588841	-73.983765
6 av	1209499522	1200558763	40.737335	-73.996786
3 av	1928955710	1057077376	40.732849	-73.986122
1 av	955323601	998817509	40.730953	-73.981628
bedford av	24858655	29997340	40.717304	-73.956872
lorimer st	8989512	2005583	40.703869	-73.947408
graham av	14314005	11312408	40.714565	-73.944053
grand st	238775829	1406783925	40.711926	-73.94067
montrose av	134785442	7334427	40.707739	-73.93985
morgan av	2629136	1101283	40.706152	-73.933147
jefferson st	8669249	7507157	40.706607	-73.922913
halsey st	73422705	34529361	40.68637	-73.916559
wilson av	7843350	6257484	40.688764	-73.904046
sutter av	8612907	8594258	40.669367	-73.901975
livonia av	6183196	3341805	40.664038	-73.900571
marcy av	117440983	8240150	40.708359	-73.957757
hewes st	8089121	8052535	40.70687	-73.953431
flushing av	16664827	16610381	40.70026	-73.941126
myrtle av	13346114	22193792	40.697207	-73.935657
kosciuszko st	7201321	3738573	40.693342	-73.928814
gates av	3360978	4235683	40.68963	-73.92227
chauncey st	5512620	2111117	40.682893	-73.910456
alabama av	5087774	6187924	40.676992	-73.898654
van siclen av	6601871	8459720	40.678024	-73.891688
cleveland st	577309	453286	40.679947	-73.884639
norwood av	4535258	6994950	40.68141	-73.880039
crescent st	10997921	7177370	40.683194	-73.873785
cypress hills	4227295	2268032	40.689941	-73.87255
75 st	5726826	4224923	40.691324	-73.867139
woodhaven blvd	33554689	11664142	40.693879	-73.851576
104 st	2025604646	1907314213	40.695178	-73.84433
111 st	50331804	16776861	40.697418	-73.836345
121 st	1945711921	520176305	40.700492	-73.828294
central av	1915341	3188944	40.697857	-73.927397
fresh pond rd	14238467	5790781	40.706186	-73.895877
metropolitan av	17178513	16121754	40.712792	-73.951418
dyckman st	13043229	11295740	40.865491	-73.927271
190 st	1437895473	1844033879	40.859022	-73.93418
181 st	15965696	20396841	40.851695	-73.937969
175 st	218350624	285542813	40.847391	-73.939704
168 st	53249239	22298164	40.840719	-73.939561
155 st	7597812	6547832	40.830518	-73.941514
145 st	655190770	1444911449	40.824783	-73.944216
135 st	117440787	117440791	40.817894	-73.947649
125 st	1862417617	1409419547	40.811109	-73.952343
116 st	1159921368	235447183	40.805085	-73.954882
cathedral pkwy	67633508	134505900	40.803967	-73.966847
103 st	25570961	43967771	40.796092	-73.961454
96 st	645164107	20090752	40.791642	-73.964696
72 st	1514083866	1921806073	40.775594	-73.97641
59 st columbus	1397726894	1222683681	40.76266	-73.967258
42 st	2033655150	1830259182	40.757308	-73.989735
w 4 st	117243037	25508052	40.732338	-74.000495
spring st	341778433	85241927	40.726227	-74.003739
high st	1914892974	1904530592	40.699337	-73.990531
lafayette av	1962445407	318289680	40.686113	-73.973946
franklin av	305840346	2062337094	40.680596	-73.955827
nostrand av	12500662	24457422	40.680438	-73.950426
utica av	102317725	16777216	40.679364	-73.930729
ralph av	4207962	4351218	40.678822	-73.920786
rockaway av	6409620	6328445	40.67834	-73.911946
broadway jct	17202094	20619862	40.679498	-73.904512
liberty av	5537163	2026629	40.674542	-73.896548
shepherd av	7865211	9272097	40.67413	-73.88075
euclid av	8398095	4576294	40.675377	-73.872106
grant av	1207090563	1761344706	40.677044	-73.86505
80 st	117178651	117440781	40.679371	-73.858992
88 st	5556614	7988356	40.679843	-73.85147
rockaway blvd	135634755	8728278	40.680429	-73.843853
broad channel	987607	87105	40.608382	-73.815925
beach 90 st	3244567	3766022	40.588034	-73.813641
beach 98 st	1876082	2109094	40.585307	-73.820558
beach 105 st	117438839	1064467	40.583209	-73.827559
beach 67 st	5360096	4359507	40.590927	-73.796924
beach 60 st	117440835	5438592	40.592374	-73.788522
beach 44 st	1261925	1402890	40.592943	-73.776013
beach 36 st	2240064	1845022	40.595398	-73.768175
beach 25 st	644563624	968260982	40.600066	-73.761353
167 st	1828550417	1828837867	40.833771	-73.91844
170 st	934214577	1150156908	40.839306	-73.9134
174	4440881	2187344	40.8459	-73.910136
tremont av	218833393	167981046	40.85041	-73.905227
182	1474630292	1845235129	40.856093	-73.900741
fordham rd	18570968	9380102	40.861296	-73.897749
kingsbridge rd	705019767	705021028	40.866978	-73.893509
5 av/53 st	13989241	30629819	40.760167	-73.975224
lexington av/53	1476762151	1595809826	40.757552	-73.969055
court sq	2066882742	681508900	40.747846	-73.946
queens plaza	51377439	17218552	40.748973	-73.937243
steinway st	15230471	13454676	40.756879	-73.92074
46 st	6024460	7197526	40.756312	-73.913333
northern blvd	6989445	7576279	40.752885	-73.906006
65 st	3226739	9103887	40.749669	-73.898453
elmhurst av	1625203538	1973065961	40.742454	-73.882017
67 av	11108192	11061513	40.726523	-73.852719
75 av	297417664	942350938	40.718331	-73.837324
sutphin blvd	84274383	3879733	40.70546	-73.810708
parsons blvd	9989719	12613231	40.707564	-73.803326
169 st	7233827	5477464	40.71047	-73.793604
21 st	15759237	10915812	40.744065	-73.949724
greenpoint av	5751261	6599635	40.731352	-73.954449
nassau av	8342524	6119893	40.724635	-73.951277
broadway	37118053	11872704	40.76182	-73.925508
classon av	10041988	8828248	40.688873	-73.96007
47	1924833892	2038017283	40.758663	-73.981329
2 av	67126656	26164274	40.723402	-73.989938
east broadway	101200268	17441188	40.713715	-73.990173
york st	3939252	24397973	40.701397	-73.986751
bergen st	11282769	7567407	40.686145	-73.990862
carroll st	151188962	19888630	40.680303	-73.995048
4 av	11392576	14697343	40.670272	-73.989779
ditmas av	67498747	4991490	40.636119	-73.978172
avenue i	3408204	995542817	40.625322	-73.976127
avenue n	1178959403	134217923	40.61514	-73.974197
avenue p	8064623	8255869	40.608944	-73.973022
avenue x	2698122	6576025	40.58962	-73.97425
neptune av	4091374	803578	40.581011	-73.974574
lexington av/63	1758420473	44669198	40.764629	-73.966113
thirty third st	171658	145679	40.746081	-73.982076
south ferry	117582462	8297354	40.702068	-74.013664
wall st	168634818	235443898	40.706821	-74.0091
franklin st	10644250	9967174	40.719318	-74.006886
houston st	11307978	16441784	40.728251	-74.005367
18 st	15183355	4576537	40.74104	-73.997871
157 st	21701993	9006537	40.834041	-73.94489
191 st	9789136	12196460	40.855225	-73.929412
207 st	135156528	9896805	40.864621	-73.918822
215 st	4012504	169518170	40.869444	-73.915279
231 st	15685270	8182572	40.878856	-73.904834
238 st	8517905	6303942	40.884667	-73.90087
bowling green	1289817449	1343150187	40.704817	-74.014065
brooklyn bridge	388826860	564170560	40.713065	-74.004131
bleecker st	12627413	7213613	40.725915	-73.994659
astor pl	17147926	11271181	40.730054	-73.99107
grd cntrl	1254932627	1510105917	40.751776	-73.976848
51 st	31067388	31008891	40.757107	-73.97192
110 st	10459130	11321115	40.79502	-73.94425
mt eden av	4501660	4340942	40.844434	-73.914685
176 st	6271799	4528618	40.84848	-73.911794
burnside av	607285199	1008538185	40.853453	-73.907684
183 st	1777576425	1863286347	40.858407	-73.903879
mosholu pkwy	452879631	67091870	40.87975	-73.884655
woodlawn	8143017	8276929	40.886037	-73.878751
jackson av	117636450	567606	40.81649	-73.907807
intervale av	8160633	7090108	40.822181	-73.896736
simpson st	117438295	18783062	40.824073	-73.893064
freeman st	169305782	16813573	40.829993	-73.891865
174 st	688347407	301144907	40.837288	-73.887734
e 180 st	13381746	11498621	40.841894	-73.873488
bronx park east	989849896	436296234	40.848828	-73.868457
pelham pkwy	436538223	184708259	40.857192	-73.867615
allerton av	16722952	7813114	40.865462	-73.867352
burke av	4917289	2398977	40.871356	-73.867164
gun hill rd	1325898222	1057579985	40.87785	-73.866256
219 st	902751324	904426767	40.883895	-73.862633
225 st	1953117873	663677333	40.888022	-73.860341
nereid av	7228093	7871105	40.898379	-73.854376
brook av	8322293	9448981	40.807566	-73.91924
cypress av	2013337433	838951346	40.805368	-73.914042
e 149 st	5235017	6724758	40.812118	-73.904098
longwood av	5090505	7758841	40.816104	-73.896435
hunts point av	1124011671	1979764573	40.820948	-73.890549
whitlock av	4678496	3028426	40.826525	-73.886283
elder av	5733912	8466208	40.828584	-73.879159
st lawrence av	6170440	5531596	40.831509	-73.867618
parkchester	168088242	268865072	40.833226	-73.860816
castle hill av	9329388	10131476	40.834255	-73.851222
zerega av	965903	433203	40.836488	-73.847036
middletown rd	4789364	5454492	40.843863	-73.836322
buhre av	3060400	2396753	40.84681	-73.832569
pelham bay park	150996806	9952097	40.852462	-73.828121
39 av	4442746	4453251	40.752882	-73.932755
36 av	17680712	17665694	40.756804	-73.929575
30 av	11949718	22366596	40.766779	-73.921479
52 st	8534996	10433892	40.744149	-73.912549
69 st	9100793	9172657	40.746325	-73.896403
junction blvd	13346844	34226292	40.749145	-73.869527
clark st	10510292	9675109	40.697466	-73.993086
hoyt st	5278907	3636169	40.690545	-73.985065
nevins st	5109327	11860689	40.688246	-73.980492
kingston av	4864525	6430094	40.669399	-73.942161
saratoga av	66212154	16502755	40.661453	-73.916327
junius st	5564709	5219623	40.663515	-73.902447
pennsylvania av	3356653	1079745	40.664635	-73.894895
new lots av	12290417	8015857	40.658733	-73.899232
president st	3289586	2318085	40.667883	-73.950683
sterling st	9542332	9673198	40.662742	-73.95085
winthrop st	16411435	6468680	40.656652	-73.9502
beverly rd	67078913	17091018	40.645098	-73.948959
newkirk av	17338181	14006635	40.639967	-73.948411
morris park	5163562	2601781	40.854364	-73.860495
baychester av	2062390668	167394662	40.878663	-73.838591
tompkinsville	623582	597629	40.636949	-74.074835
