location	entries	exits	latitude	longitude
190 st	1437696147	1843948887	40.859022	-73.93418
181 st	15952641	20495549	40.851695	-73.937969
175 st	218363436	285558339	40.847391	-73.939704
168 st	53337783	5287110	40.840719	-73.939561
155 st	7635987	6581414	40.830518	-73.941514
145 st	655192777	1444980352	40.824783	-73.944216
135 st	117440798	117440800	40.817894	-73.947649
125 st	1862510768	1409514518	40.811109	-73.952343
116 st	1160024315	235472734	40.805085	-73.954882
cathedral pkwy	67579491	134524921	40.803967	-73.966847
103 st	25482202	43969679	40.796092	-73.961454
96 st	645392963	20403297	40.791642	-73.964696
72 st	689913525	1759589264	40.775594	-73.97641
59 st columbus	1397910151	1222718499	40.76266	-73.967258
42 st	2033756136	1830310767	40.757308	-73.989735
w 4 st	117242986	25969330	40.732338	-74.000495
spring st	341970407	85285012	40.726227	-74.003739
high st	1914928533	1904303160	40.699337	-73.990531
lafayette av	1962381579	318288114	40.686113	-73.973946
franklin av	306042162	2062291826	40.680596	-73.955827
nostrand av	12511807	24586653	40.680438	-73.950426
utica av	102411954	16777216	40.679364	-73.930729
ralph av	4237384	4347871	40.678822	-73.920786
rockaway av	6149104	6116496	40.67834	-73.911946
broadway jct	17248597	20736606	40.679498	-73.904512
liberty av	5580333	2008028	40.674542	-73.896548
shepherd av	7881150	9298610	40.67413	-73.88075
euclid av	8492988	4613968	40.675377	-73.872106
grant av	1207089004	1761376590	40.677044	-73.86505
80 st	117178660	117440798	40.679371	-73.858992
88 st	5579300	8015127	40.679843	-73.85147
rockaway blvd	135690444	8810151	40.680429	-73.843853
broad channel	990602	87593	40.608382	-73.815925
beach 90 st	3273539	3791054	40.588034	-73.813641
beach 98 st	1884678	2122334	40.585307	-73.820558
beach 105 st	117438839	1072701	40.583209	-73.827559
beach 67 st	5396037	4400840	40.590927	-73.796924
beach 60 st	117440847	5461796	40.592374	-73.788522
beach 44 st	1279134	1415307	40.592943	-73.776013
beach 36 st	2254103	1845022	40.595398	-73.768175
beach 25 st	644586482	968286900	40.600066	-73.761353
167 st	1828406185	1828905277	40.833771	-73.91844
170 st	934214573	1150156911	40.839306	-73.9134
174	4465351	2206454	40.8459	-73.910136
tremont av	218831046	167982072	40.85041	-73.905227
182	1474471100	1845232695	40.856093	-73.900741
fordham rd	33699138	9414978	40.861296	-73.897749
kingsbridge rd	705074823	705072031	40.866978	-73.893509
5 av/53 st	14047700	30840213	40.760167	-73.975224
lexington av/53	1476800484	1595882043	40.757552	-73.969055
court sq	2066812007	681467982	40.747846	-73.946
queens plaza	51450152	17244030	40.748973	-73.937243
steinway st	15282177	13517441	40.756879	-73.92074
46 st	6063093	7293532	40.756312	-73.913333
northern blvd	7051535	7670700	40.752885	-73.906006
65 st	3244824	9127075	40.749669	-73.898453
elmhurst av	1625093368	1973070111	40.742454	-73.882017
67 av	11191543	11150255	40.726523	-73.852719
75 av	297431995	942319345	40.718331	-73.837324
sutphin blvd	84302755	3911759	40.70546	-73.810708
parsons blvd	10061661	2720723	40.707564	-73.803326
169 st	7256618	5549377	40.71047	-73.793604
21 st	15960254	11043068	40.744065	-73.949724
greenpoint av	5815798	6743468	40.731352	-73.954449
nassau av	8434321	6181725	40.724635	-73.951277
broadway	36967228	12016188	40.76182	-73.925508
classon av	10085317	8832235	40.688873	-73.96007
47	1925037284	2038186968	40.758663	-73.981329
2 av	67132858	26352454	40.723402	-73.989938
east broadway	101213927	17460553	40.713715	-73.990173
york st	3984209	24632722	40.701397	-73.986751
bergen st	11360044	7656385	40.686145	-73.990862
carroll st	151201143	20031038	40.680303	-73.995048
4 av	11420082	14752247	40.670272	-73.989779
ditmas av	67527041	5047260	40.636119	-73.978172
avenue i	3433350	995528398	40.625322	-73.976127
avenue n	1179007727	134217930	40.61514	-73.974197
avenue p	8080377	8295571	40.608944	-73.973022
avenue x	5846357	8066783	40.58962	-73.97425
neptune av	4128621	810629	40.581011	-73.974574
lexington av/63	1758316389	44498072	40.764629	-73.966113
thirty third st	281358	257687	40.746081	-73.982076
south ferry	123806447	8323054	40.702068	-74.013664
wall st	168660893	235459107	40.706821	-74.0091
franklin st	10721962	10020858	40.719318	-74.006886
houston st	11390353	16543191	40.728251	-74.005367
18 st	102312765	4661770	40.74104	-73.997871
157 st	6952010	9531581	40.834041	-73.94489
191 st	2979049	5521273	40.855225	-73.929412
207 st	135201055	10007555	40.864621	-73.918822
215 st	4016148	169529390	40.869444	-73.915279
231 st	15782134	8310173	40.878856	-73.904834
238 st	8601640	6357104	40.884667	-73.90087
bowling green	1289715207	1343192695	40.704817	-74.014065
brooklyn bridge	388923720	564207193	40.713065	-74.004131
bleecker st	12738106	7282496	40.725915	-73.994659
astor pl	17297934	11531011	40.730054	-73.99107
grd cntrl	1254855243	1509668462	40.751776	-73.976848
51 st	569329684	569324040	40.757107	-73.97192
110 st	10424042	11411488	40.79502	-73.94425
mt eden av	4511975	4368949	40.844434	-73.914685
176 st	6262030	4562946	40.84848	-73.911794
burnside av	607311971	1008520918	40.853453	-73.907684
183 st	1777585539	1863324064	40.858407	-73.903879
mosholu pkwy	452855411	67081501	40.87975	-73.884655
woodlawn	8193836	8377376	40.886037	-73.878751
jackson av	117583954	566155	40.81649	-73.907807
intervale av	8196852	7158779	40.822181	-73.896736
simpson st	285275821	301999040	40.824073	-73.893064
freeman st	169334962	16811395	40.829993	-73.891865
174 st	688156605	301064372	40.837288	-73.887734
e 180 st	13472941	11578282	40.841894	-73.873488
bronx park east	989836332	436302282	40.848828	-73.868457
pelham pkwy	436598796	184734385	40.857192	-73.867615
allerton av	16686552	7875997	40.865462	-73.867352
burke av	4934498	2409537	40.871356	-73.867164
gun hill rd	1325950286	1057661722	40.87785	-73.866256
219 st	902767865	904468928	40.883895	-73.862633
225 st	1953101083	663603743	40.888022	-73.860341
nereid av	7245901	7925027	40.898379	-73.854376
brook av	8366597	9409350	40.807566	-73.91924
cypress av	184636864	251755883	40.805368	-73.914042
e 149 st	5229187	6761218	40.812118	-73.904098
longwood av	5130631	7804110	40.816104	-73.896435
hunts point av	1123923740	1979861897	40.820948	-73.890549
whitlock av	4716380	3058988	40.826525	-73.886283
elder av	5842402	8615705	40.828584	-73.879159
st lawrence av	6211204	5578220	40.831509	-73.867618
parkchester	168170785	268973486	40.833226	-73.860816
castle hill av	9379363	10295481	40.834255	-73.851222
zerega av	1001137	449052	40.836488	-73.847036
middletown rd	4820736	5517024	40.843863	-73.836322
buhre av	3096062	2490600	40.84681	-73.832569
pelham bay park	150996893	9994855	40.852462	-73.828121
39 av	4428485	4475579	40.752882	-73.932755
36 av	17682820	17688084	40.756804	-73.929575
30 av	12027570	22340503	40.766779	-73.921479
52 st	8512628	10423335	40.744149	-73.912549
69 st	9092246	9186277	40.746325	-73.896403
junction blvd	13434313	34426980	40.749145	-73.869527
clark st	10591825	9693605	40.697466	-73.993086
hoyt st	5324724	3656265	40.690545	-73.985065
nevins st	5127143	11896638	40.688246	-73.980492
kingston av	4890500	6459594	40.669399	-73.942161
saratoga av	66206748	16507539	40.661453	-73.916327
junius st	5576093	5157444	40.663515	-73.902447
pennsylvania av	3331801	1087723	40.664635	-73.894895
new lots av	12268095	8067474	40.658733	-73.899232
president st	3340727	2338895	40.667883	-73.950683
sterling st	9541294	9679874	40.662742	-73.95085
winthrop st	16474959	6532842	40.656652	-73.9502
beverly rd	67004378	17094260	40.645098	-73.948959
newkirk av	17432914	14123595	40.639967	-73.948411
morris park	5198398	2660492	40.854364	-73.860495
baychester av	2062406798	167385085	40.878663	-73.838591
tompkinsville	632489	605711	40.636949	-74.074835
