location	entries	exits	latitude	longitude
cypress hills	4216462	2274587	40.689941	-73.87255
75 st	5742151	4255103	40.691324	-73.867139
woodhaven blvd	33554683	11600649	40.693879	-73.851576
104 st	2025657577	1907347981	40.695178	-73.84433
121 st	1945724627	520165787	40.700492	-73.828294
central av	1910498	3161954	40.697857	-73.927397
fresh pond rd	14220680	5749477	40.706186	-73.895877
metropolitan av	150995009	16150553	40.712792	-73.951418
dyckman st	12940373	11129959	40.865491	-73.927271
190 st	1438081689	1844098197	40.859022	-73.93418
181 st	15122504	18926107	40.851695	-73.937969
175 st	218335224	285525677	40.847391	-73.939704
168 st	53159951	22295345	40.840719	-73.939561
155 st	7560965	6510395	40.830518	-73.941514
145 st	655184180	1444841681	40.824783	-73.944216
135 st	117440783	117440788	40.817894	-73.947649
125 st	1691287822	822178878	40.811109	-73.952343
116 st	1159853465	235433263	40.805085	-73.954882
cathedral pkwy	67455471	134453547	40.803967	-73.966847
103 st	36362121	505484970	40.796092	-73.961454
96 st	644980048	19716890	40.791642	-73.964696
72 st	1514012556	1922011747	40.775594	-73.97641
59 st columbus	1397549028	1222650792	40.76266	-73.967258
42 st	2033544944	1830199412	40.757308	-73.989735
w 4 st	117243081	25037160	40.732338	-74.000495
spring st	341564947	85192118	40.726227	-74.003739
high st	1914839635	1904900599	40.699337	-73.990531
lafayette av	8635742	1850404	40.686113	-73.973946
franklin av	305667416	2062381174	40.680596	-73.955827
nostrand av	12478402	24311577	40.680438	-73.950426
utica av	102234373	16777216	40.679364	-73.930729
ralph av	4174419	4351898	40.678822	-73.920786
rockaway av	6374884	6310640	40.67834	-73.911946
broadway jct	17139999	20491790	40.679498	-73.904512
liberty av	5493909	2042973	40.674542	-73.896548
shepherd av	7843844	9244042	40.67413	-73.88075
euclid av	8295488	4538766	40.675377	-73.872106
grant av	1207062540	1761304142	40.677044	-73.86505
80 st	117178628	117440765	40.679371	-73.858992
88 st	5528453	7959563	40.679843	-73.85147
rockaway blvd	135578205	8648237	40.680429	-73.843853
111 st	50331799	50331442	40.697418	-73.836345
broad channel	982729	86162	40.608382	-73.815925
beach 90 st	3209320	3734683	40.588034	-73.813641
beach 98 st	1861253	2089082	40.585307	-73.820558
beach 105 st	117438840	1051846	40.583209	-73.827559
beach 67 st	5312316	4299450	40.590927	-73.796924
beach 60 st	117440815	5410570	40.592374	-73.788522
beach 44 st	1241682	1388168	40.592943	-73.776013
beach 36 st	2219620	1845022	40.595398	-73.768175
beach 25 st	644538398	968234655	40.600066	-73.761353
167 st	1828647850	1828767764	40.833771	-73.91844
170 st	934214588	1150156907	40.839306	-73.9134
174	4412335	2160284	40.8459	-73.910136
tremont av	218833280	167977109	40.85041	-73.905227
182	1474789004	1845234315	40.856093	-73.900741
fordham rd	1108411956	167969400	40.861296	-73.897749
kingsbridge rd	704965933	704964379	40.866978	-73.893509
5 av/53 st	13927413	30413992	40.760167	-73.975224
lexington av/53	1476720843	1595744529	40.757552	-73.969055
court sq	2066955738	681548208	40.747846	-73.946
queens plaza	51321523	17196690	40.748973	-73.937243
steinway st	15178763	13382130	40.756879	-73.92074
46 st	6008213	7123718	40.756312	-73.913333
northern blvd	6925693	7476851	40.752885	-73.906006
65 st	3205142	9076462	40.749669	-73.898453
elmhurst av	1625309638	1973054123	40.742454	-73.882017
67 av	11024956	10974198	40.726523	-73.852719
75 av	297402663	942382838	40.718331	-73.837324
sutphin blvd	84246449	3847082	40.70546	-73.810708
parsons blvd	9920770	12445777	40.707564	-73.803326
169 st	7209195	5404287	40.71047	-73.793604
21 st	15557786	10788695	40.744065	-73.949724
greenpoint av	5686904	6440683	40.731352	-73.954449
nassau av	8298263	6085989	40.724635	-73.951277
broadway	37253111	11740033	40.76182	-73.925508
classon av	9997563	8819544	40.688873	-73.96007
47	1924672139	2037918058	40.758663	-73.981329
2 av	67119258	25961993	40.723402	-73.989938
east broadway	101185303	17417409	40.713715	-73.990173
york st	3870238	24128664	40.701397	-73.986751
bergen st	11204459	7473839	40.686145	-73.990862
carroll st	151094065	19745512	40.680303	-73.995048
4 av	11365902	14638062	40.670272	-73.989779
ditmas av	67472612	4932173	40.636119	-73.978172
avenue i	3384983	995556531	40.625322	-73.976127
avenue n	1178911085	134217923	40.61514	-73.974197
avenue p	8042156	8216961	40.608944	-73.973022
avenue x	2638397	6543084	40.58962	-73.97425
neptune av	4054310	796712	40.581011	-73.974574
lexington av/63	1758518073	44831210	40.764629	-73.966113
thirty third st	3210019	2221733	40.746081	-73.982076
south ferry	117533594	8267174	40.702068	-74.013664
wall st	168607457	235426836	40.706821	-74.0091
franklin st	10614492	9960363	40.719318	-74.006886
houston st	11238222	16332270	40.728251	-74.005367
18 st	15117297	4488727	40.74104	-73.997871
157 st	21568364	8887225	40.834041	-73.94489
191 st	9140606	11618794	40.855225	-73.929412
207 st	135133294	9829272	40.864621	-73.918822
215 st	4012726	169510971	40.869444	-73.915279
231 st	15590937	8062806	40.878856	-73.904834
238 st	8433212	6254446	40.884667	-73.90087
bowling green	1289817271	1343096492	40.704817	-74.014065
brooklyn bridge	388720521	564131516	40.713065	-74.004131
bleecker st	12415464	7128270	40.725915	-73.994659
astor pl	17128488	11056456	40.730054	-73.99107
grd cntrl	1255013399	1510566413	40.751776	-73.976848
51 st	30989453	30968108	40.757107	-73.97192
110 st	10465130	11223991	40.79502	-73.94425
mt eden av	4497670	4313195	40.844434	-73.914685
176 st	6276817	4490697	40.84848	-73.911794
burnside av	607235888	1008523832	40.853453	-73.907684
183 st	1777566436	1863246410	40.858407	-73.903879
mosholu pkwy	452902111	67101756	40.87975	-73.884655
woodlawn	8084148	8178232	40.886037	-73.878751
jackson av	117700677	571637	40.81649	-73.907807
intervale av	8129522	7027263	40.822181	-73.896736
simpson st	670822328	503390843	40.824073	-73.893064
freeman st	169276405	16815536	40.829993	-73.891865
174 st	688543553	301237353	40.837288	-73.887734
e 180 st	13283854	11416901	40.841894	-73.873488
bronx park east	989869356	436290610	40.848828	-73.868457
pelham pkwy	436482561	184683715	40.857192	-73.867615
allerton av	16754222	7748758	40.865462	-73.867352
burke av	4897349	2387072	40.871356	-73.867164
gun hill rd	1325828619	1057493957	40.87785	-73.866256
219 st	902722228	904383439	40.883895	-73.862633
225 st	1953130789	663754615	40.888022	-73.860341
nereid av	7203248	7816678	40.898379	-73.854376
brook av	8276917	9477984	40.807566	-73.91924
cypress av	2013326335	838942557	40.805368	-73.914042
e 149 st	5237046	6679485	40.812118	-73.904098
longwood av	5047117	7703847	40.816104	-73.896435
hunts point av	318940915	117516471	40.820948	-73.890549
whitlock av	4639651	2997818	40.826525	-73.886283
elder av	5623547	8308641	40.828584	-73.879159
st lawrence av	6127997	5481683	40.831509	-73.867618
parkchester	168023212	268746308	40.833226	-73.860816
castle hill av	9274271	9962854	40.834255	-73.851222
zerega av	929679	417073	40.836488	-73.847036
middletown rd	4758601	5391536	40.843863	-73.836322
buhre av	3023611	2300980	40.84681	-73.832569
pelham bay park	150996722	9896233	40.852462	-73.828121
39 av	4454606	4432396	40.752882	-73.932755
36 av	16767611	17502775	40.756804	-73.929575
30 av	11522832	22215597	40.766779	-73.921479
52 st	868022531	174325560	40.744149	-73.912549
69 st	9107714	9161292	40.746325	-73.896403
junction blvd	13254797	34005059	40.749145	-73.869527
clark st	10432755	9658188	40.697466	-73.993086
hoyt st	5245312	3615802	40.690545	-73.985065
nevins st	5090890	11819978	40.688246	-73.980492
kingston av	4841819	6403584	40.669399	-73.942161
saratoga av	66220577	16498176	40.661453	-73.916327
junius st	5554096	5281099	40.663515	-73.902447
pennsylvania av	3381006	1073259	40.664635	-73.894895
new lots av	12301554	7956928	40.658733	-73.899232
president st	3282403	2298270	40.667883	-73.950683
sterling st	9531974	9647043	40.662742	-73.95085
winthrop st	16399093	6433570	40.656652	-73.9502
beverly rd	67155615	17086895	40.645098	-73.948959
newkirk av	17238866	13901785	40.639967	-73.948411
morris park	5127724	2553127	40.854364	-73.860495
baychester av	2062379216	167395141	40.878663	-73.838591
tompkinsville	614825	589489	40.636949	-74.074835
