location	entries	exits	latitude	longitude
ralph av	4263511	4351045	40.678822	-73.920786
rockaway av	6189252	6149166	40.67834	-73.911946
broadway jct	17288423	20808618	40.679498	-73.904512
liberty av	5610094	2001545	40.674542	-73.896548
shepherd av	7897490	9318228	40.67413	-73.88075
euclid av	8555349	4636466	40.675377	-73.872106
grant av	1207098048	1761409611	40.677044	-73.86505
80 st	117178665	117440801	40.679371	-73.858992
88 st	6625706	8345455	40.679843	-73.85147
rockaway blvd	135724894	8844826	40.680429	-73.843853
broad channel	993020	87891	40.608382	-73.815925
beach 90 st	3287196	3803408	40.588034	-73.813641
beach 98 st	1889103	2129652	40.585307	-73.820558
beach 105 st	117438839	1076922	40.583209	-73.827559
beach 67 st	5417620	4425323	40.590927	-73.796924
beach 60 st	117440851	5476388	40.592374	-73.788522
beach 44 st	1289544	1422860	40.592943	-73.776013
beach 36 st	1354574	1845024	40.595398	-73.768175
beach 25 st	644600647	968303111	40.600066	-73.761353
167 st	1828338705	1828940801	40.833771	-73.91844
170 st	934214569	1150156911	40.839306	-73.9134
174	4482468	2219442	40.8459	-73.910136
tremont av	218839249	167984664	40.85041	-73.905227
182	1474392162	1845238055	40.856093	-73.900741
fordham rd	33791588	4443900	40.861296	-73.897749
kingsbridge rd	705108476	705102345	40.866978	-73.893509
5 av/53 st	14093135	30966612	40.760167	-73.975224
lexington av/53	1476823652	1595923154	40.757552	-73.969055
court sq	2066779651	681448630	40.747846	-73.946
queens plaza	51495951	17259441	40.748973	-73.937243
steinway st	15314771	13557066	40.756879	-73.92074
46 st	6053710	7332941	40.756312	-73.913333
northern blvd	7090776	7726563	40.752885	-73.906006
65 st	3262481	9142396	40.749669	-73.898453
elmhurst av	1625038163	1973073143	40.742454	-73.882017
67 av	11243951	11192976	40.726523	-73.852719
75 av	297441498	942306331	40.718331	-73.837324
sutphin blvd	84321706	3934664	40.70546	-73.810708
parsons blvd	10106258	2735226	40.707564	-73.803326
169 st	7273797	5594839	40.71047	-73.793604
21 st	16090790	11125967	40.744065	-73.949724
greenpoint av	5854091	6833098	40.731352	-73.954449
nassau av	67122963	6206348	40.724635	-73.951277
broadway	36964396	12120390	40.76182	-73.925508
classon av	10123433	8847490	40.688873	-73.96007
47	1925124536	2038261109	40.758663	-73.981329
2 av	67137219	26470249	40.723402	-73.989938
east broadway	101222342	17475995	40.713715	-73.990173
york st	4036431	24768939	40.701397	-73.986751
bergen st	11407587	7711833	40.686145	-73.990862
carroll st	151203082	20119236	40.680303	-73.995048
4 av	11440703	14797542	40.670272	-73.989779
ditmas av	67545530	5080533	40.636119	-73.978172
avenue i	3452589	995521646	40.625322	-73.976127
avenue n	1179040907	134217930	40.61514	-73.974197
avenue p	8098519	8312941	40.608944	-73.973022
avenue x	5884515	8088864	40.58962	-73.97425
neptune av	4153783	816475	40.581011	-73.974574
lexington av/63	1758266293	44411998	40.764629	-73.966113
thirty third st	337991	321715	40.746081	-73.982076
south ferry	123833834	8337763	40.702068	-74.013664
wall st	168677212	235469659	40.706821	-74.0091
franklin st	10775177	10050643	40.719318	-74.006886
houston st	11445479	16605421	40.728251	-74.005367
18 st	102299551	4702786	40.74104	-73.997871
157 st	6937419	9615534	40.834041	-73.94489
191 st	3010570	5564775	40.855225	-73.929412
207 st	135219021	10052022	40.864621	-73.918822
215 st	4018243	169536653	40.869444	-73.915279
231 st	15845527	8372170	40.878856	-73.904834
238 st	8653810	6386517	40.884667	-73.90087
bowling green	1289696891	1343210269	40.704817	-74.014065
brooklyn bridge	388973431	564228139	40.713065	-74.004131
bleecker st	12819564	7327252	40.725915	-73.994659
astor pl	5480656	11656272	40.730054	-73.99107
grd cntrl	1254813209	1509538942	40.751776	-73.976848
51 st	569339767	569336748	40.757107	-73.97192
110 st	10423350	11477234	40.79502	-73.94425
mt eden av	5521182	5183188	40.844434	-73.914685
176 st	352393513	268507234	40.84848	-73.911794
burnside av	607342146	1008522618	40.853453	-73.907684
183 st	1777599353	1863352765	40.858407	-73.903879
mosholu pkwy	452841138	67076135	40.87975	-73.884655
woodlawn	8222894	8422542	40.886037	-73.878751
jackson av	1761104224	150925078	40.81649	-73.907807
intervale av	8224106	7206641	40.822181	-73.896736
simpson st	285284852	302009265	40.824073	-73.893064
freeman st	169359141	16810943	40.829993	-73.891865
174 st	688060565	301024215	40.837288	-73.887734
e 180 st	13528299	11622747	40.841894	-73.873488
bronx park east	989830940	436306735	40.848828	-73.868457
pelham pkwy	436637805	184750794	40.857192	-73.867615
allerton av	2044058270	905145690	40.865462	-73.867352
burke av	4950264	2418702	40.871356	-73.867164
gun hill rd	683734655	638320589	40.87785	-73.866256
219 st	902787009	904487902	40.883895	-73.862633
225 st	1953105247	663570587	40.888022	-73.860341
nereid av	7265778	7949079	40.898379	-73.854376
brook av	8396387	9405716	40.807566	-73.91924
cypress av	184633108	251746564	40.805368	-73.914042
e 149 st	5239372	6796591	40.812118	-73.904098
longwood av	5155850	7802282	40.816104	-73.896435
hunts point av	1123880924	1979921442	40.820948	-73.890549
whitlock av	4740827	3077898	40.826525	-73.886283
elder av	5910539	8712624	40.828584	-73.879159
st lawrence av	6236269	5609056	40.831509	-73.867618
parkchester	168219669	269037436	40.833226	-73.860816
castle hill av	9411510	10401641	40.834255	-73.851222
zerega av	1024227	458584	40.836488	-73.847036
middletown rd	4839191	5556330	40.843863	-73.836322
buhre av	3117870	2551152	40.84681	-73.832569
pelham bay park	150996939	10026551	40.852462	-73.828121
39 av	4423648	4492492	40.752882	-73.932755
36 av	17674065	17692814	40.756804	-73.929575
30 av	12093506	22390575	40.766779	-73.921479
52 st	8508650	10425878	40.744149	-73.912549
69 st	9092141	9190827	40.746325	-73.896403
junction blvd	13485774	34546202	40.749145	-73.869527
clark st	10637701	9705405	40.697466	-73.993086
hoyt st	5346972	3666690	40.690545	-73.985065
nevins st	5148086	11926087	40.688246	-73.980492
kingston av	4911951	6471968	40.669399	-73.942161
saratoga av	66210423	16514077	40.661453	-73.916327
junius st	5583629	5131670	40.663515	-73.902447
pennsylvania av	3323786	1094697	40.664635	-73.894895
new lots av	12265224	8101300	40.658733	-73.899232
president st	3375278	2341926	40.667883	-73.950683
sterling st	9578801	9722375	40.662742	-73.95085
winthrop st	16555042	6565412	40.656652	-73.9502
beverly rd	66973083	17102169	40.645098	-73.948959
newkirk av	17496519	14178227	40.639967	-73.948411
morris park	5224288	2699268	40.854364	-73.860495
baychester av	2062420253	167383555	40.878663	-73.838591
tompkinsville	637154	609136	40.636949	-74.074835
