location	entries	exits	latitude	longitude
brooklyn bridge	388517234	564055040	40.713065	-74.004131
bleecker st	12224150	6993016	40.725915	-73.994659
astor pl	16854709	10447815	40.730054	-73.99107
grd cntrl	1255174603	723026402	40.751776	-73.976848
51 st	13082208	24233076	40.757107	-73.97192
110 st	10425199	11019249	40.79502	-73.94425
mt eden av	4456919	4259338	40.844434	-73.914685
176 st	6265368	4409229	40.84848	-73.911794
burnside av	1690562	1635530	40.853453	-73.907684
183 st	1777539633	1863156194	40.858407	-73.903879
mosholu pkwy	5819015	5400192	40.87975	-73.884655
woodlawn	7945195	7989190	40.886037	-73.878751
jackson av	117810786	580505	40.81649	-73.907807
intervale av	8062244	6860961	40.822181	-73.896736
simpson st	671056196	503360152	40.824073	-73.893064
freeman st	169192654	16817084	40.829993	-73.891865
174 st	687708637	298910385	40.837288	-73.887734
e 180 st	13083991	11249249	40.841894	-73.873488
bronx park east	989897460	436274464	40.848828	-73.868457
pelham pkwy	436345731	184623548	40.857192	-73.867615
allerton av	585018104	217439509	40.865462	-73.867352
burke av	4849177	2359497	40.871356	-73.867164
gun hill rd	1325664512	1057288935	40.87785	-73.866256
219 st	2935510	3509445	40.883895	-73.862633
225 st	1953149423	663906745	40.888022	-73.860341
nereid av	7146746	7706583	40.898379	-73.854376
brook av	8076174	11537359	40.807566	-73.91924
cypress av	3883614	3514146	40.805368	-73.914042
e 149 st	3015377	5450370	40.812118	-73.904098
longwood av	4956049	7606185	40.816104	-73.896435
hunts point av	318884274	117485413	40.820948	-73.890549
whitlock av	4555963	2934864	40.826525	-73.886283
elder av	5377760	7972369	40.828584	-73.879159
st lawrence av	6041754	5378168	40.831509	-73.867618
parkchester	167848076	268502717	40.833226	-73.860816
castle hill av	9150038	9597389	40.834255	-73.851222
zerega av	851289	384339	40.836488	-73.847036
middletown rd	4691399	5248009	40.843863	-73.836322
buhre av	2944872	2085815	40.84681	-73.832569
pelham bay park	150996570	9795315	40.852462	-73.828121
39 av	4470869	4389500	40.752882	-73.932755
36 av	16956998	17487451	40.756804	-73.929575
30 av	11299671	22071173	40.766779	-73.921479
astoria blvd	16508254	11718951	40.770258	-73.917843
52 st	101589017	10124568	40.744149	-73.912549
69 st	9116487	9145504	40.746325	-73.896403
junction blvd	13063915	33569881	40.749145	-73.869527
clark st	10372329	9609383	40.697466	-73.993086
hoyt st	5161901	3568048	40.690545	-73.985065
nevins st	5042890	11733159	40.688246	-73.980492
kingston av	4783365	6352547	40.669399	-73.942161
saratoga av	66229588	16479273	40.661453	-73.916327
junius st	5527125	5389668	40.663515	-73.902447
pennsylvania av	3416676	1051419	40.664635	-73.894895
new lots av	12316139	7826214	40.658733	-73.899232
president st	3198651	2303768	40.667883	-73.950683
sterling st	9400576	9585866	40.662742	-73.95085
winthrop st	16285263	6298114	40.656652	-73.9502
beverly rd	67306018	17075485	40.645098	-73.948959
newkirk av	17007358	13683860	40.639967	-73.948411
morris park	5035570	2424800	40.854364	-73.860495
baychester av	6803938	825439	40.878663	-73.838591
tompkinsville	591756	572412	40.636949	-74.074835
