location	entries	exits	latitude	longitude
beach 36 st	2171811	1845018	40.595398	-73.768175
beach 25 st	3979928	4155255	40.600066	-73.761353
170 st	934214617	1150156892	40.839306	-73.9134
174	4317514	2075555	40.8459	-73.910136
tremont av	218646754	167840354	40.85041	-73.905227
182	1475179750	1845234124	40.856093	-73.900741
fordham rd	1108030556	167906494	40.861296	-73.897749
kingsbridge rd	704822666	704840159	40.866978	-73.893509
5 av/53 st	13782731	29876162	40.760167	-73.975224
lexington av/53	1476630171	1595584661	40.757552	-73.969055
court sq	2067142115	681640463	40.747846	-73.946
queens plaza	51161307	17136068	40.748973	-73.937243
steinway st	15026453	13198952	40.756879	-73.92074
46 st	13009219	6868450	40.756312	-73.913333
northern blvd	6749503	7218505	40.752885	-73.906006
65 st	4647820	7386535	40.749669	-73.898453
elmhurst av	1625567955	1973029107	40.742454	-73.882017
67 av	10792485	10753497	40.726523	-73.852719
75 av	297361956	942452175	40.718331	-73.837324
sutphin blvd	84168079	3763527	40.70546	-73.810708
parsons blvd	9726516	12006994	40.707564	-73.803326
169 st	7141479	5206552	40.71047	-73.793604
21 st	15038379	10468491	40.744065	-73.949724
greenpoint av	5527261	6050862	40.731352	-73.954449
nassau av	8185455	6000268	40.724635	-73.951277
broadway	37495208	11393870	40.76182	-73.925508
classon av	6807099	5580811	40.688873	-73.96007
47	1924276074	2037564481	40.758663	-73.981329
2 av	67089914	25445452	40.723402	-73.989938
east broadway	101140196	17363863	40.713715	-73.990173
york st	3650751	23567029	40.701397	-73.986751
bergen st	10994062	7235407	40.686145	-73.990862
carroll st	16044410	19373965	40.680303	-73.995048
4 av	11296158	14468219	40.670272	-73.989779
ditmas av	67416833	4795569	40.636119	-73.978172
avenue i	3314888	995588304	40.625322	-73.976127
avenue n	134217910	134217908	40.61514	-73.974197
avenue p	7987029	8139207	40.608944	-73.973022
avenue x	2572379	6462794	40.58962	-73.97425
neptune av	3961313	777453	40.581011	-73.974574
lexington av/63	1758747799	45231190	40.764629	-73.966113
thirty third st	2991116	2063334	40.746081	-73.982076
south ferry	11173573	8203540	40.702068	-74.013664
wall st	168540581	235389624	40.706821	-74.0091
franklin st	10463224	9368209	40.719318	-74.006886
houston st	68341184	17030678	40.728251	-74.005367
18 st	201334192	738591394	40.74104	-73.997871
157 st	21169311	8533308	40.834041	-73.94489
191 st	9168164	11525709	40.855225	-73.929412
207 st	135022768	9557738	40.864621	-73.918822
215 st	4007916	169494098	40.869444	-73.915279
231 st	15324631	7748825	40.878856	-73.904834
238 st	8231769	6136717	40.884667	-73.90087
bowling green	1289816752	1342998042	40.704817	-74.014065
brooklyn bridge	388480290	564041141	40.713065	-74.004131
bleecker st	12025170	6810484	40.725915	-73.994659
astor pl	16819982	10382981	40.730054	-73.99107
grd cntrl	1255208412	723007939	40.751776	-73.976848
51 st	13060304	24171337	40.757107	-73.97192
110 st	10427301	10973234	40.79502	-73.94425
167 st	1779770301	856329443	40.833771	-73.91844
mt eden av	4455611	4248301	40.844434	-73.914685
176 st	6262606	4390572	40.84848	-73.911794
burnside av	84438168	50351061	40.853453	-73.907684
183 st	1777535645	1863135340	40.858407	-73.903879
mosholu pkwy	5816119	5395284	40.87975	-73.884655
woodlawn	7917809	7949869	40.886037	-73.878751
jackson av	117837075	582667	40.81649	-73.907807
intervale av	8047784	6824754	40.822181	-73.896736
simpson st	268493554	285264155	40.824073	-73.893064
freeman st	169174168	16818014	40.829993	-73.891865
174 st	687745573	298939881	40.837288	-73.887734
e 180 st	13042141	11217035	40.841894	-73.873488
bronx park east	989902803	436271618	40.848828	-73.868457
pelham pkwy	436317362	184612614	40.857192	-73.867615
allerton av	585043026	217448347	40.865462	-73.867352
burke av	4839191	2353965	40.871356	-73.867164
gun hill rd	1325630059	1057251227	40.87785	-73.866256
219 st	2929890	3505306	40.883895	-73.862633
225 st	1953153490	663940172	40.888022	-73.860341
nereid av	7135691	7682284	40.898379	-73.854376
brook av	8045674	11514241	40.807566	-73.91924
cypress av	3869773	3504660	40.805368	-73.914042
e 149 st	2992492	5425692	40.812118	-73.904098
longwood av	4936019	7584499	40.816104	-73.896435
hunts point av	318877443	117478852	40.820948	-73.890549
whitlock av	4537750	2921403	40.826525	-73.886283
elder av	5324592	7903552	40.828584	-73.879159
st lawrence av	6023764	5357143	40.831509	-73.867618
parkchester	67107558	16777372	40.833226	-73.860816
castle hill av	9121897	9518815	40.834255	-73.851222
zerega av	834328	377223	40.836488	-73.847036
middletown rd	4677830	5219755	40.843863	-73.836322
buhre av	2928540	2040677	40.84681	-73.832569
pelham bay park	150996550	33554825	40.852462	-73.828121
36 av	17024963	17480813	40.756804	-73.929575
30 av	11279761	22041824	40.766779	-73.921479
astoria blvd	16461397	11674402	40.770258	-73.917843
52 st	98252106	8013997	40.744149	-73.912549
69 st	9120521	9141351	40.746325	-73.896403
junction blvd	13026421	33477841	40.749145	-73.869527
clark st	10366593	9602091	40.697466	-73.993086
hoyt st	5142921	3557191	40.690545	-73.985065
nevins st	5036402	11715529	40.688246	-73.980492
kingston av	4771412	6339473	40.669399	-73.942161
saratoga av	67108394	16777965	40.661453	-73.916327
junius st	5521471	5413041	40.663515	-73.902447
pennsylvania av	3424088	1046724	40.664635	-73.894895
new lots av	12316322	7799152	40.658733	-73.899232
president st	3172996	2295409	40.667883	-73.950683
sterling st	9353775	9566649	40.662742	-73.95085
winthrop st	16254580	6266668	40.656652	-73.9502
beverly rd	67314478	17069224	40.645098	-73.948959
newkirk av	16957339	13641500	40.639967	-73.948411
morris park	5017102	2398800	40.854364	-73.860495
baychester av	6793017	814234	40.878663	-73.838591
tompkinsville	587310	568883	40.636949	-74.074835
39 av	3595555	3645832	40.752882	-73.932755
